anchor_sim	qe_score	twi	english
0.4904	0.1766	Ɛka A Ɔman No Bɔɔ Wɔ Afe 2022 mu 14. Amaneɛbɔ a ɛwɔ hɔ seesei kyerɛ sɛ Ɛbɔ bosome baa awieeɛ wɔ afe 2022 mu no, na ɛka a ɔman yi de no nyinaa aduru ɔpepem ahanan aduosia nson, ahasa aduɔson baako ne akyire pɔ aduasa mmienu (GH¢467,371.32 million) a wode kɔ Amɛrika sika mu a, ɛyɛ ɔpepem aduanan nwɔtwe, ahanwɔtwe ne aduɔson baako ne akyire pɔ aduasa ɛnan ((US$48,871.34 million) a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha Compensation of Employees Adwadeɛ ne akadeɛ ho sika Nsiho-tua Sika a wɔde ma Aban Nnwuma Mpontunnwu ma ho sika Dwumadie afoforɔ ho sika Ɛka ahodoɔ Sika nkamu	Public Debt Developments For 2022 14. Provisional data as at end September 2022 indicate that total gross public debt stood at GH¢467,371.32 million (US$48,871.34 million), representing 75.9 percent of GDP.
0.6859	0.8110	Ɔman yi mu ɛka a ɔman yi de no yɛ ɔpepem ɔha ne aduɔkron enum, ahansia ne aduonum nson ne akyire pɔ aduosia baako (GH¢195,657.61 million) a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu aduasa baako ne akyire pɔ nwɔtwe (31.8 percent of GDP) ɛnna amannɔne ɛka a nso a ɔman yi de no yɛ ɔpepem ahanu ne aduɔson baako, ahanson ne dumiɛnsa ne akyire pɔ aduɔson baako (GH¢271,713.71 million) a ɛyɛ ɔman yi mu adwadeɛ nyinaa mu ɔha mu nkyɛmu aduanan ɛnan ne akyire pɔ baako (44.1 percent of GDP).	This made up of domestic debt of GH¢195,657.61 million, equivalent to 31.8 percent of GDP, whilst external debt was GH¢271,713.71 million, representing 44.1 percent of GDP. The increase in the domestic debt was an account of rising interest costs, while the growth in the external debt was mainly driven by the depreciation of the local currency.
0.3630	0.0010	Deɛ ɛmaa ɔman yi ara mu ɛka a ɔman yi de no kɔɔ soro no ne sɛ bosea ho nsiho a kɔɔ soro, ɛnna amannɔne ɛka no nso farebae pɔtee ne ɔman yi sika mu duru a ɛso teeɛ no.	Compensatio n of Employees Use of Goods and Services Interest Payment Grants to Other Gov't Units Capital Expenditure Other Expenditure Arrears Discrepancy
0.3740	0.1409	17 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ Nneɛma a ɛma Ɔman sikasɛm gyina a yɛde ani abu sɛ yɛbɛnya wɔ 2023 mu 16. Animanim Sikasɛm ho Nhyehyɛeɛ Botaeɛ Ahodoɔ mu Akwankyerɛ no enti, Aban de asi n’ani so sɛ ne nsa bɛka Sikasɛm mu Mpontuo Nnyinasoɔ a ɛdidi soɔ yi wɔ ɛberɛ tiawa a ɛdi yɛn anim (2023-2026) yi mu: i.	2023 Medium-Term Overall Macroeconomic Targets 16. Guided by the medium-term policy objectives, the Government has set following macroeconomic targets for the medium-term i. Overall Real GDP to grow at an average rate of 4.3 percent; ii.
0.1953	0.0162	Ɔman yi mu adwadeɛ nyinaa kankorɔ ɔha mu nkyɛmu ɛnan ne akyire pɔ mmiɛnsa; ɛnan; iii.	Non-Oil Real GDP to grow at an average rate of 4.0 percent; iii.
0.1375	0.9629	Afe awieeɛ nneɛma-boɔ-sorokɔ ɔha mu nkyɛmu nwɔtwe a ɛbɛtumi akɔ soro anaa ɛso ate aba fam ɔha mu nkyɛmu mmienu; iv.	Headline inflation to be within the target band of 8±2 percent; iv.
0.4672	0.3469	Anyɛ bie koraa no, sika dodoɔ a ɛsɛ sɛ ɛka yɛn fotoɔ yɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu baako ne akyire pɔ mmiɛnsa wɔ ɛberɛ a ɛdi yɛn anim (2023-2026) yi mu; ɛnna afei v.	Primary Balance on Commitment basis to average a surplus 1.3 % of GDP in the 2023-2026 period; and v.
0.1695	0.7407	Amannɔne Sika Dodoɔ a ɛsɛ sɛ yɛnya de kra nneɛma bɛyɛ abosome ɛnan.	Gross International Reserves to cover at least 4 months of imports.
0.6573	0.4463	Ɛsiane sikasɛm mu mpontuo nnyinasoɔ botaeɛ ne animanim yi ara mu sikasɛm nhyehyɛeɛ botaeɛ ahodoɔ enti, yɛde nneɛma ɛma ɔman sikasɛm gyina yie ho botaeɛ ahodoɔ a ɛdidi soɔ yi asi yɛn ani so sɛ ɛsɛ sɛ yɛn nsa ka wɔ afe 2023 mu: i.	Based on the overall macroeconomic objectives and the mediumterm targets, the following macroeconomic targets have been set for the 2023 fiscal year: i.
0.1910	0.0202	Ɔman yi mu adwadeɛ nyinaa kankorɔ ɔha mu nkyɛmu mmienu ne akyire pɔ nwɔtwe; mmiɛnsa; iii.	Overall Real GDP growth of 2.8 percent; ii. Non-Oil Real GDP growth of 3.0 percent; iii.
0.1194	0.0007	Ɔpɛnimma bosome awieeɛ nneɛma-boɔ-sorokɔ ɔha mu nkyɛmu dunwɔtwe ne akyire pɔ nkron; iv.	End-December inflation rate of 18.9 percent;
0.1809	0.4685	Anyɛ bie koraa no, sika dodoɔ a ɛsɛ sɛ ɛka yɛn fotoɔ yɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu hwee ne akyire pɔ nson; ɛnna v.	Addition” 8 | Government of Ghana - 2023 Citizens’ Budget iv. Primary Balance on Commitment basis of 0.7% of GDP; and v.
0.1412	0.8911	Amannɔne Sika Dodoɔ a ɛsɛ sɛ yɛnya de kra nneɛma boro abosome mmiɛnsa ne nnansa.	Gross International Reserves to cover not less than 3.3 months of imports of goods and services.
0.3751	0.4187	18 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ AFE 2023 ANIMANIM YI ARA HO SIKASƐM NHYEHYƐEƐ HO ANAMMƆNTUO	Addition” 9 | Government of Ghana - 2023 Citizens’ Budget 2023 AND MEDIUM-TERM FISCAL FRAMEWORK
0.6862	0.7520	Sikanya Ho Nhyehyɛeɛ 18. Sɛdeɛ ɛbɛyɛ na sikanya ho anammɔntuo no ase bɛtim enti, Aban de sikanya ho nhyehyɛeɛ a ano ɛboɔ som ɔman yi mu adwadeɛ nyinaa ɔha mu nkyɛmu baako ne akyiri pɔ aduasa enum (1.35 percent of GDP) bɛba abɛto Mmarahyɛbadwa yi anim ama moadwennwene ho, agye atom.	Revenue Measures 18. To support the fiscal consolidation process, Government will present revenue measures with an estimated total yield of 1.35 percent of GDP to Parliament for consideration and approval.
0.4014	0.4250	Nhyehyɛeɛ ahodoɔ no mu bi na ɛdidi soɔ yi: Bɛsakra sigarɛte ne tawa adwadeɛ ho ɛtoɔ mu ama ɛne ECOWAS ɛtoɔ ho nhyehyɛeɛ asiae so, na yɛapagya nsaden ho ɛtoɔ mu ama aboro bia (beer) ahodoɔ deɛ so.	These among others are: Revision to the taxation of cigarettes and tobacco products to align with ECOWAS protocols, increase the excise rate for spirits above that of beers.
0.2017	0.9961	Bɛpagya adwadeɛ ho ɛtoɔ (VAT) no mu afiri ɔha nkyɛmu dumienu ne ɛfa de akɔ ɔha nkyɛmu dunum na yɛatrɛ nneɛma a yɛgye ɛho Adwadeɛ ɛtoɔ(VAT) no mu, asane atu anammɔn ahodoɔ afa adwadeɛ a ɛnni sɛ yɛgye ɛho adwadeɛ ho ɛtoɔ (VAT) no ho.	Increase the Value Added Tax (VAT) rate by two and a half percentage points from 12.5 percent to 15 percent and review the VAT threshold as well as undertake major reforms with respect to VAT exemptions.
0.4950	0.9849	Bɛsesa Ɔman Sikasɛm Nsiesie Ho Ɛtoɔ (National Fiscal Stabilisation Levy,NFSL) no ayɛ no Mpontuo ne Nsiesie ho ɛtoɔ (Growth and Sustainability Levy,GSL)ama adi nneɛma ahodoɔ no nyinaa ho dwuma.	Convert the National Fiscal Stabilisation Levy (NFSL) into a Growth and Sustainability Levy (GSL) to cover all entities.
0.4842	0.8887	Bɛte Abɛɛfo afidie so sikamane ho ɛtoɔ (Electronic Transfer Levy) no so afiri ɔha nkyɛmu baako akyiri pɔ enum (1.5) akɔduru ɔha nkyɛmu baako (1) na yɛayi daadaa sikateɛ no afiri hɔ.	Reduce the Electronic Transfer Levy headline rate from 1.5 percent to one percent of the transaction value alongside the removal of the daily threshold.
0.6879	0.0011	Nhyehyɛeɛ afoforɔ nso na ɛdidi soɔ yi: o Bɛtɔn deɛ wɔfrɛ no 5G Electromagnetic Spectrum no; o Bɛhwɛ ama ɛdanhane ho ɛtoɔtua adi mu; o Bɛtu anammɔn afa fangotubea (“Jubilee Field”) no ho nam so anya fango ho akwannya afoforɔ (Additional Oil Entitlement) (AEO) ; na afei	Other proposed measures include o Sale of 5G Electromagnetic Spectrum; o Enhance Rent Tax Compliance; o Pursue Additional Oil Entitlement (AEO) in relation to the Jubilee Field; and o Revised Income Tax to exclude unrealised exchange losses from deductions and ensure that realised exchange losses on capital assets are capitalised.
0.2739	0.0255	19 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ o Yɛasakra sika a ɛba ɔmanfoɔ nsam ho ɛtoɔ no mu sɛdeɛ ɛbɛyɛ a, sika a annya ammɛka nsa, na yɛate ho ɛtoɔ no, yɛahwɛ ama onii no nsa aka.	Addition” 10 | Government of Ghana - 2023 Citizens’ Budget Expenditure Measures 19. In addition to the revenue measures, Government proposes the underlisted key expenditure measures to support the fiscal consolidation process.
0.4806	0.7554	Sɛdeɛ Yɛde Sika bɛdi Dwuma 19. Sikanya nhyehyɛeɛ no akyiri no, Aban bɛtu sɛdeɛ yɛde sika bɛdi dwuma ho nhyehyɛeɛ ahodoɔ a ɛdidi soɔ yi ho anammɔn de aboa sikasɛm mu mpontuo: Bɛto Asetenam Mmoa A Ɛko Tia Ohia (LEAP) sika no mu afiri sidi ahanan aduonum (Ghs45) no a yɛtua no bosome biara no akɔduru Ghana sidi aduɔkron (GHs90), na yɛapagya nnipa dodoɔ a yɛtua ma wɔn no mu afiri nnipa mpem ahasa aduanan ɛnan, ɔha ne aduɔwɔtwe enum (344,185).	Double the LEAP payment per beneficiary household from the current Ghs45 per month to GHs90 and increase number of beneficiary households from the current 344,185 households.
0.4141	0.0033	Saa nsakraeɛ ahodoɔ yi bɛpagya afe 2022 Mmoa A Ɛko Tia Ohia (LEAP) sika no mu afiri Ghana sidi ɔpepem ɔha aduɔkron nson ahanum (GHs197.5) no akɔduru Ghana sidi ɔpepem ahasa aduɔkron enum (GHs395 million); Bɛpagya sika a wɔtua ma wɔn a wɔnoa sukuu adidiekwa ho aduane no mu ama deɛ wɔde bɛka ho no enti akɔduru Ghana sidi ɔpepem ɔha aduasa nwɔtwe (GHs138 million), Yɛbɛtoa so atete Ɔmanpanin, Ɔmanpanin Abadiakyire, Asoafoɔ, Asoafoɔ Abadiakyire, Nkuropɔn, Nkuro, ne Nkuro nketewa mu Asoafoɔ, ne afoforɔ bi a Aban dwumadie sononko hyehyɛ wɔn nsa, a ɔman nnwumakuo a ɛdi dwuma pɔtee bi (State Owned Enterprises) mu mpanimfoɔ ka ho bie akatua so ɔha nkyɛmu aduasa; Yɛde sikanya ho ɛtoɔ dodoɔ a yɛte firi sika a yɛtwa to hɔ de di dwuma bi so no bɛba fam afiri ɔha nkyɛmu aduonu enum a seesei yɛte no aba ɔha nkyɛmu edu nson akyiri pɔ enum; Ɛnkɔsi afe 2023 awieeɛ no, yɛbɛtwe sika a yɛtwa to hɔ de di dwuma bi no nyinaa agu Abɛɛfo Sika ho Ntotoeɛ ne Amaneɛbɔ Ɛkwan so no so (GIFMIS) na yɛahwɛ sɛ wɔbɛfa Abɛɛfo Sika ho Ntotoeɛ ne amaneɛbɔ Ɛkwan no (GIFMIS) so	These measures will increase the current budget on LEAP from GHs197.5 million in 2022 to GHs395 million; Increase the budget on school feeding caterer payment by additional GHs138 million, Continue with 30% cut in the salaries of the President, Vice President, Ministers, Deputy Ministers, MMDCEs, and political office holders including those in State-Owned Enterprises; Reduce the threshold on earmarked funds from the current 25 percent of Tax Revenue to 17.5 percent of Tax Revenues; Migrate all earmarked funds onto the GIFMIS platforms and ensure they use the GIFMIS platform to process all their revenue and expenditures transactions to be completed by end of 2023. Place a cap on salary adjustment of SOEs to be lower than negotiated base pay increase on Single Spine Salary Structure for each year;
0.5445	0.2140	Afe 2023 Mu Sika Anoboaboa 20. Afe 2023 mu no, sika dodoɔ a ɛsi Aban ani so sɛ ɔbɛgyegye wɔ sikanya nhyehyɛeɛ ne akyɛdeɛ ahodoɔ mu no ano som Ghana sidi ɔpepem ɔha aduanan mmiɛnsa ahankron aduonum nsia GH¢143,956 million (Ɔman yi mu adwadeɛ nyinaa bo a ɛsom mu ɔha nkyɛmu edu nwɔtwe akyiripɔ hwee(18.0% of GDP) na yei nyinasoɔ bɛyɛ sikanya ɛkwan a ɛbɛwɔ hɔ afebɔɔ-a ne titire ne ɛtogyegyeɛ nhyehyɛeɛ - na anoboɔ bɛsom Ɔman mu adwadeɛ nyinaa bo a ɛsom no mu ɔha nkyɛmu baako akyiri pɔ aduasa enum(1.35 percent of GDP. ).	Resource Mobilisation for 2023 20. In 2023, Government intends to collect Total Revenue and Grants of GH¢143,956 million (18.0% of GDP) and is supported by permanent revenue measures - largely Tax revenue measures amounting to 1.35 percent of GDP.
0.2692	0.0014	Ɔman yi mu sika dodoɔ ne sika akyɛdeɛ a yɛbɛgyegye no ano ɛboɔ bɛsom Ghana sidi ɔpepem ɔha aduanan baako ahanum aduonum mmienu (GH¢141,552), na yei da afe mu sikasɛm kankorɔ a ɛyɛ ɔha nkyɛmu aduanan nsia akyiri pɔ nsia adi, na ɛwɔ soro sene deɛ yɛde ani bu faa afe 2022 ho no deɛ so.	The total revenue and grants consist of Domestic Revenue of at GH¢141,552 million which represents an annual growth of 46.6
0.4060	0.7812	Mpontuo mu aboafoɔ sika akyɛdeɛ a wɔde bɛma no ano som Ghana sidi ɔpepem mmienu aha ɛnan ne mmiɛnsa (GH¢2,403 million) (Ɔman yi mu adwadeɛ nyinaa bo a ɛsom mu ɔha nkyɛmu hwee akyiri pɔ enum (0.5% of GDP).	Addition” 11 | Government of Ghana - 2023 Citizens’ Budget percent over the projected outturn for 2022. Grants payment from Development Partners is estimated at GH¢2,403 million (0.5% of GDP.
0.4617	0.4688	21 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ Hyehyɛpono 4: Afe 2023 mu sika ahodoɔ (in GH¢ Million) Sɛdeɛ Yɛbɛkyekyɛ Sika Mu wɔ 2023 mu 22. Ani da ɛkwan sɛ sika dodoɔ a yɛde bɛdi dwuma (a ɛka a yɛbɛtua ka ho bi) bɛyɛ Ghana sidi ɔpepem ahanu nr enum ahanan aduasa baako (GHC205,431) a ɛyɛ ɔman yi mu adwadeɛ nyinaa bo a ɛsom mu ɔha mu nkyɛmu aduonu enum akyiri pɔ nsia.	Figure 4:Resource Mobilisation for 2023 (in GH¢ Million) Resource Allocation for 2023 22. Total Expenditure (including clearance of Arrears) is projected at GH¢205,431 million (25.6% of GDP).
0.4458	0.9917	Sɛ yɛde deɛ na ani da ɛkwan sɛ yɛbɛnya wɔ afe 2022 mu no toto ho a, nkontabuo yi da no adi sɛ sika a yɛde dii dwuma (primary ependiture) so tee wɔ ɔman yi mu adwadeɛ nyinaa bo a ɛsom ho ɔha nkyekyɛmu hwee akyiri pɔ mmiɛnsa (deɛ ɛyɛ asɛdeɛ) na yei da Aban krado a wayɛ sɛ ɔbɛtu ɔman yi sikasɛm ho anammɔn pa ama agyina yie no adi.	This estimate shows a shrinkage of 0.3 percentage points of GDP in primary expenditures (commitment basis) compared to the projected outturn in 2022 and a demonstration of Government’s resolve to consolidate its public finances in a credible and sustainable manner.
0.3457	0.9927	Afe 2023 sika a yɛde bɛdi dwuma no ho nkontabuo na yɛabɔ no tɔfa wɔ hyehyɛpono 5 so no.	The details of the 2023 expenditure is summarised in the Figure 5.
0.5218	0.3804	22 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ Hyehyɛpono 5: Sika nkyekyɛmu wɔ afe 2023 (in GH¢ Million) Sikasɛm mu Nhyehyɛeɛ Nnyinasoɔ ne Sikasɛm ho Dwumadie Ahodoɔ 2023 mu 23. Sɛ yɛde yɛn ani bu sika dodoɔ a yɛbɛnya ne deɛ wɔde bɛkyɛ yɛn a,(ɛka a yɛbɛtua nyinaa ka ho) a, ɛho nkontabuo nyinaa kɔsi Ghana sidi Ɔpepem aduosia baako, ahanan aduɔson enum ( GH¢61,475 million), a ɛyɛ ɔman mu adwadeɛ nyinaa bo a ɛsom mu ɔha nkyɛmu nson ne akyiri pɔ nson.Yɛde toto ɛho a, ɛka a ɛbɛba akyire yɛ Ghana sidi Ɔpepem nwɔtwe ahankron aduonu enum (GH¢8,925 million), a ɛyɛ ɔman mu adwadeɛ nyinaa bo a ɛsom no ɔha nkyɛmu baako ne akyiri pɔ baako (1.1).	Addition” 12 | Government of Ghana - 2023 Citizens’ Budget Figure 5: Resource Allocation for 2023 (in GH¢ Million) Budget Balances and Financing Operations for 2023 23. Based on the estimates for Total Revenue & Grants and Total Expenditure (including arrears clearance), the overall Budget balance is a fiscal deficit of GH¢61,475 million, equivalent to 7.7 percent of GDP. The corresponding Primary balance in cash-basis is a deficit of GH¢8,925 million, equivalent to 1.1 percent of GDP.
0.3851	0.5542	Yɛnam akwanhodoɔ so a Amannɔne ne Ɔman yi mu deɛ ka ho bi so na ɛbɛnya siak a aka mu a yɛbɛhia de asɔ sika a yɛwɔ so.	The deficit is expected to be financed from a number of sources including foreign and domestic sources.
0.4391	0.4092	Sika afoforɔ a yɛbɛnya afiri yɛne Amanaman Ntam nkutahodie (multilateral) ne Ɔman bi ntam nkutahodie (bilateral) mu no bɛfiri mpɛmpɛnsoɔ a yɛne Amanaman Sikasɛm Fotoɔ (IMF) ntam nkutahodie no bɛkɔ akɔduru so.	Other sources of financing from multilateral and bilateral partners are expected in the context of the IMF programme being negotiated and the implementation of a debt management strategy.
0.6806	0.8647	GH¢205,432 GH¢44,990 GH¢8,048 GH¢27,694 GH¢52,550 GH¢30,079 GH¢27,636 GH¢14,435 Dwumadie ho sika dodoɔ Adwumayɛfoɔ akatua Adwadeɛ ne akadeɛ ho sika Mpontunnwuma ho sika Nsiho-tua Sika a wɔde ma aban nnwuma Dwumadie afoforɔ ho sika Ɛka a yɛbɛtua	GH¢205,432 GH¢44,990 GH¢8,048 GH¢27,694 GH¢52,550 GH¢30,079 GH¢27,636 GH¢14,435 Total Expenditure Compensation Goods & Services Capital Expenditure Interest Payments Grants to Other Govt Units Other Expenditures Arrears Clearance
0.4689	0.7402	23 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ MPONTUO A AKƆ SO WƆ ASOƐEƐ AHODOƆ NO MU NE SƐDEƐ NNEƐMA TEƐ SEESEI 25. Saa ɔfa yi da mmɔden a Aban rebɔ fa dwumadie sononko (government flagship projects) a ɔhyɛɛ aseɛ wɔ asoɛeɛ ahodoɔ mu wɔ afe 2022 mu no ho ne mpontunnwuma a wahyehyɛ (planned activities) sɛ ɔbɛdi wɔ afe 2023 mu no adi.	Addition” 13 | Government of Ghana - 2023 Citizens’ Budget SECTORAL DEVELOPMENT AND OUTLOOK 25. This section highlights the performance of government flagship projects in the key sectors in 2022 and planned activities for implementation in 2023.
0.7441	0.5581	Saa dwumadie ne anammɔn ahodoɔ yi nyinaa gyina Aban Animanim yi ara mu Ɔman Mpontuo Dwumadie Nhyehyɛeɛ (Government’s Medium-Term National Development Policy Framework, 2022-2026) no so.	These programmes and activities are based primarily on Government’s Medium-Term National Development Policy Framework (2022-2026).
0.1719	0.8672	Dwumadie ahodoɔ yi botaeɛ ne sɛ ɛbɛboa ama Aban atumi aduru botaeɛ ahodoɔ a ɛfa Ghana COVID 19 ne Ankorankorɛ Nnwuma mu Nkanyan ho Mmoa (Ghanacares) ho no ne anammɔntuo a ɛwɔ Apam a wɔayɛ afa nhyehyɛeɛ a ɛwɔ Amanaman Nkabom Ekuo Mpontuo nhyehyɛeɛ (UN Agenda 2030, SDG’s) ne Abibirem Nkabom Kuo Botaeɛ 2023 (African Union Agenda 2063) mu ho no ho.	The programme aims to attain the objectives under Government CARES Programmes as well as targets arising from our international commitments with regards to the UN Agenda 2030 (SDG’s) and African Union Agenda 2063.
0.1238	0.9336	Saa ɔfa yi da Aban mmɔden a wabɔ wɔ Ɔman yi mmeaeɛ ne Asoɛeɛ ahodoɔ mu wɔ afe 2022 mu ne dwuma a ɔbɛdi wɔ afe 2023 mu adi.	This section highlights the performance of Government in key areas and sectors of the economy in 2022, as well as programmes and activities for implementation in 2023.
0.7041	0.0026	Aduane Ho Banbɔ 28. Aban botaeɛ a ɛsi náni so sɛ ɔbɛma nnua mfudeɛ (tree ɔrops) ho mfasoɔ adɔɔso enti no, ɔmaa akuafoɔ nsa kaa ɛho ntutɛ nnua nketewa dodoɔ Ɔpepem mmienu ne ahanson (2.7 million) wɔ afe 2022 wɔ kuayɛ ɛberɛ no mu.	Food Security 28. Government in line with its agenda to vary earnings from the Tree Crops subsector provided 2.7 million improved seedlings to farmers during the 2022 cropping season.
0.4411	0.7612	Aban gyinaa Mmoayɛn A Ɛde Nnuane ne Nnwuma Ba Nhyehyɛeɛ (Rearing for Food and Jobs module) no so tɔɔ nkokɔbedeɛ dodoɔ mpem ɔha aduonu (120,000) kyekyɛ maa mmaa nkokɔyɛn akuafoɔ dodoɔ apem (1000) a wɔwɔ Nkuropɔn, Nkuro ne Mansini ahodoɔ nkron (9 MMDAs) mu a wɔn ne (Savelugu, Sagnarigu, Wa Municipal, Nandom, Sissala Apueeɛ, Krachi Apueeɛ, Nkwanta Anafoɔ, Techiman Atifi ne Nkoranza).	29. 120,000-layer birds were procured and distributed to 1,000 female poultry farmers in 9 MMDAs (Savelugu, Sagnarigu, Wa Municipal, Nandom, Sissala East, Krachi East, Nkwanta South, Techiman North and Nkoranza) under the Rearing for Food and Jobs module.
0.4076	0.0403	24 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ dwuma (120-capacity poultry battery cage) a wɔde nkokɔ no bɛgu mu.	Beneficiaries also received a 120-capacity poultry battery cage to house the birds.
0.7000	0.8662	Deɛ ɛka ho bio ne sɛ, yɛtotɔɔ ntɔtemmoa nketewa (small ruminants) dodoɔ mpem mmiɛnsa ahanson aduonum (3,750) kyekyɛ kɔɔ mmeaeɛ a wɔyɛn ntɔtemmoa a ɛyɛ akuafoɔ aduanan enum (45) bi dea de sɔɔ wɔn asene sɛdeɛ ɛbɛte mfudeɛ ho ɔhaw a wɔhyia no so so nam so aboa ama wɔatumi ayɛ wɔn asetena mu asɛdeɛ ahodoɔ.	In addition, a total of 3,750 small ruminants were procured and distributed to livestock breeding stations and 45 farmers to strengthen their resilience to shocks from crop failure and maintain households ability to fulfil social obligations
0.5304	0.4973	Afe 2023 mu, Aban bɛhwɛ ama wɔadua, na wɔakyekyɛ ateaa (cashew), nkuto (shea), kube(coconut), abɛ (oil palm), mamgoo (mango), ne rɔba (rubber) dodoɔ ɔpepem enum ne aduosia enum (5.65million) a ɛso dɔsɔɔ de ama akuafoɔ dodoɔ mpem ɔha aduɔson enum ( 175,000).	In 2023, Government, will facilitate the production and distribution of 5.65 million high-quality planting materials of Addition” 14 | Government of Ghana - 2023 Citizens’ Budget cashew, shea, coconut, oil palm, mango, and rubber to 175,000 tree crop farmers.
0.3031	0.9922	Afe 2022 mu no, Aban gyinaa “Mansini Baako Adekoradan Baako Nhyehyɛeɛ (“One District One Warehouse” programme) no so wiee mfudeɛ adekoradan dodoɔ aduosia enum (65 warehouses) nam so de mɛtrik tɔn dodoɔ mpem aduɔwɔtwe kaa ɔman ahoɔden a yɛde kora aburoo sɛso nnuane no ho, sɛdeɛ ɛbɛyi nnɔbaeɛ a wɔtwa a ɛsɛe kwa no afiri hɔ, ama akuafoɔ nsa aka wɔn adwuma no ho mfasoɔ.	Government in 2022, completed 65 warehouses which added 80,000mt to the national grain storage capacity under the “One District One Warehouse” programme to address the persistent problem of post-harvest losses, and secure farmer income.
0.2574	0.6753	Afe 2023 mu no, Aban bɛwie Tamne afuo-so-nsuguguo dwumadie no ɔfa a ɛtɔ so mmiɛnsa no, atutu asutaeɛ wɔ Sunyeri, Tousal/Jeyiri, Tasundo ne Gilang na yɛatutu afuo-so-nsuguguo mmena wɔ mmeaeɛ afoforɔ a ɛbɛyɛ yie Vunania and Gilang.	In 2023, Government will complete Phase III of Tamne Irrigation Project, construct dams at Sunyeri, Tousal/Jeyiri, Tasundo and Gilang and develop irrigable areas at Vunania and Gilang.
0.7026	0.9692	Ɔyɛasaseyie a wɔmfraa mu ho anammɔntuo 34. Ɛsiane sɛdeɛ nnansa yi ɔyɛasaseyie a wɔafra mu (inorgani fertiliser) ho yɛɛ den ma ne ɛboɔ nso kɔɔ soro pa ara ɛsiane ewiase nyinaa mu ɔhaw a ɛrekɔ so no enti no, Aban apagya adwadifoɔ a wɔtɔn ɔyɛasaseyie a wɔmfraa mu (Organiɔ fertiliser) no kyɛfa a wɔwɔ mu sɛdeɛ ɛmma dodoɔ a ɛbɛhia no ntɔ sini.	Promotion of organic Fertilizer 34. Given the recent disruption in inorganic fertiliser supply chains and sharp increases in prices from the global crisis, Government has increased the quota for organic fertiliser suppliers to cover the shortfall in supply of inorganic fertilisers.
0.2377	0.8389	Saa anammɔntuo yi aboa ama kuayɛ akɔ nkan, ayi ɛkɔm afiri hɔ.	This initiative has improved food production and decreases the threat to food security.
0.2158	0.9897	Afe 2023 mu no, Aban bɛgye mmoa afiri EXIM sikakorabea (EXIM bank) no hɔ nam so asisi mfidie a wɔde yɛ ɔyɛasaseyie a wɔmfaa mu no bi afoforɔ, asane atrɛtrɛ deɛ ɛwɔ hɔ dada no mu.	In 2023, Government will facilitate the establishment and expansion of local organic fertilizer production plants with support from the EXIM bank.
0.3467	0.9053	Afe 2022 mu no, Aban gyinaa dwumadie a wɔato edin Nsuomnamyɛn a ɛma Nnuane ne Nnwuma nhyehyɛeɛ (Aquaculture for Food and Jobs, AFJ) no so, hyehyɛɛ nsuomnam adekoradeɛ dodoɔ ɔha aduonu ɛnan (124 holding facilities)nsuomnam asutaeɛ ɔha ne nwɔtwe ne nsuomnam ebuo edu nsia (108 ponds and 16 cages), maa nsuomnam aduane baage dodoɔ mpem Dunson, ahanan aduosia (17, 460,) sane de nsuomnam mma guguu akuo ne nnwuma ahodoɔ dodoɔ aduonu enum asutaeɛ ne akoradeɛ mu.	In 2022, Government under the Aquaculture for Food and Jobs (AFJ) Programme, constructed 124 holding facilities (108 ponds and 16 cages), provided 17,460 bags of fish feed, as well as stocked ponds and cages with fingerlings to 25 beneficiary institutions and groups.
0.6881	0.0007	Bio, yɛmaa nnipa dodoɔ ahanu aduonu ɛnan (294) nteteeɛ fa ɛkwan pa a yɛfa so yɛ kua ho, ɛnna nsuomnam akuafoɔ ahanan ne nwɔtwe (408) nso, yɛmaa wɔn nteteeɛ faa ɛkwan a yɛfa so yɛ nsuomnam aduane wɔ ɔman yi mu ho.	In addition, 294 beneficiaries were trained in fish farming practices while 408 fish farmers also received training in the formulation and preparation of local fish feed
