anchor_sim	qe_score	twi	english
0.2334	0.2345	Yɛhwɛ sika a yɛde yɛn ani abu sɛ yɛbɛnya ne deɛ wɔde bɛkyɛ yɛn ɛnna afei dwuma ahodoɔ a yɛde bɛdi wɔ afe 2022 mu no a, dwumadie ho sikasɛm no bɛboro deɛ yɛatwa ato hɔ wɔ Sikasɛm Nhyehyɛeɛ yi mu no so sika ɔpepepem aduasa nson ne ɔpepem baako (GH¢39.01 billion) a ɛyɛ ɔman yi mu adwadeɛ Mu ɔha mu nkyɛmu nson ne akyire pɔ ɛnan (7.4 % of GDP).	Arrears Clearance 1.90 Other Expenditures 9.97 Grants to Other Govt Units 26.83 Interest Payments 37.45 Capital Expenditure 16.40 Goods & Services 9.15 Compensation 35.84 Total Expenditure 137.53 12. Based on the estimates for Revenue 0 Grants and Expenditure, the 2022 fiscal operations will result in an overall fiscal deficit of GH¢37.01 billion, equivalent to 7.4 percent of GDP.
0.3395	0.2502	Sika dodoɔ a yɛn ani da ɛkwan sɛ ɛbɛfiri amannɔne aba ama yɛde asɔ yɛn sika so no bɛyɛ sidi ɔpepepem nkron ne ɔpepem baako (GH¢9.1 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu baako ne akyire pɔ nwɔtwe (1.8 % of Sika a yɛn ani da ɛkwan sɛ yɛbɛnya wɔ ɔman yi ara mu nso bɛyɛ GDP). sidi ɔpepepem aduonu nson ne ɔpepem nkron (GH¢27.9 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu enum ne akyire pɔ nsia (5.6 % of GDP).	Total Foreign financing of the deficit will amount to GH¢9.1 billion (1.8 percent Domestic financing of the budget on the other hand, will amount to
0.1838	0.3125	Ɔman Sikanya Ho Nhyehyɛeɛ Ahodoɔ 14. Aban de nhyehyɛeɛ ahodoɔ agu akwan mu a ɛnam so bɛkanyan mfidinnwuma na aboa ama wɔayɛ adwadeɛ a ɛdi mu a ɛbɛnya edwa wɔ ɔman yi mu ne amannɔne.	Government will introduce measures that will revamp industry and make their products competitive in both the local and international markets.
0.0440	0.0047	Ne saa enti, ɛho akɔhia sɛ yɛyɛ nhyehyɛeɛ mu nsakraeɛ ahodoɔ a ɛdidi soɔ yi: Sɛdeɛ ɛbɛyɛ na yɛbɛma mfasoɔ a ɛbɛba mfidinnwuma mu no ase atim na wɔatumi atrɛ wɔn dwumadie mu enti, Aban de mfeɛ mmienu bɛka mmerɛ dodoɔ a ɔde maa ntomatam mfidinnwuma sɛ wɔrentua adwadeɛyɔ ho ɛtoɔ (Vat Relief) no a ɔhyɛɛ aseɛ wɔ afe 2019 mu no ho, Mfeɛ mmienu akyi nie a yɛde amannɔne edwadie nhyehyɛeɛ a ɛfa nneɛma a yɛkra firi amannɔne ho dii dwuma a emu no, yɛmaa amannɔne adwadifoɔ kɔn mu dwoo wɔn kakra.	In this respect, it has become increasingly necessary to make the following policy changes.
0.2859	0.0096	Yɛbɛyɛ nsakraeɛ wɔ saa nhyehyɛeɛ yi mu ama adi mu na aboa amannɔne adwadifoɔ pɔtee a ɛsɛ sɛ saa nhyehyɛeɛ yi boa wɔn no, Yɛbɛte ɛtoɔ a fagudeɛtuo nnwuma nketewa a wɔtɔn sikakɔkɔɔ a yɛmfa mfaa afidie mu tua no so firi ɔha mu nkyɛmu mmiɛnsa de akɔ ɔha mu nkyɛmu baako ne ɛfa (withholding tax rate reduction from 3 % to 1.5 Ɛfiri Ɔpɛpɔn ahyɛaseɛ wɔ afe 2022 mu no, Ghana Ɛtoɔgyeɛ Adwumakuo (Ghana Revenue Authority) bɛboa Nkuropɔn, Nkuro ne Mansini Mmarahyɛbadwa (MMDAs) no ama wɔapɛ akwannya korɔ a ɛbɛboa wɔn ama wɔatu anammɔn wɔ ntokuatoɔ gyegyeɛ ntotoeɛ ho ama wɔatumi agyegye no yie na wɔabu ho nkonta pa nso, Aban bɛyɛ nsakraeɛ wɔ sika ahodoɔ a Aban Nnwuma Ahodoɔ (MDAs) gye wɔ wɔn dwumadie ho no mu na ahyɛ aseɛ ayɛ adwuma firi Ɔpɛpɔn da a ɛdi kan wɔ afe 2022 mu.	To consolidate gains and expand production in the industry, Government will extend the Vat Relief introduced on African textile prints for textile manufacturers in 2019 for a further two years; After two and a half years of operation, the temporal benchmark (discount) policy on imports introduced as a stop-gap measure will be reviewed to make it more efficient and targeted; Reduction in withholding tax rate for sale of unprocessed gold by smallscale miners on whom the incidence of tax falls from 3 percent to 1.5 percent; Starting from January 2022, Government, through the Ghana Revenue Authority, will assist MMDAs to implement a common platform for property tax administration to enhance Property tax collections and its accountability; Government will review fees and charges of MDAs for implementation from 1st January, 2022. Fees and charges will be subjected to automatic adjustment consistent with the annual average inflation rate; There will be zero-rate tolls on all public roads and bridges effective immediately the Budget is approved.
0.2021	0.6226	"Sika ahodoɔ a Aban Nnwuma gyegye mu nsakraeɛ no bɛgyina sɛdeɛ afe biara nneɛma-boɔ sorokɔ no teɛ so, Mmarahyɛbadwafoɔ gye Sikasɛm Nhyehyɛeɛ yi tom ara pɛ, ntɛm pa ara lɔrekwan so ɛtoɔ a yɛtua no bɛba awieeɛ, Yɛde Abɛɛfo Afidie so Sikamaneɛ ho Ɛtoɔ (""Electronic Transaction Levyanaa ""E-Levy-) bɛba sɛdeɛ ɛbɛyɛ a ɛbɛma ɛtoɔtua mu atrɛ na ama wɔn a wɔn din nni Aban nwoma mu nso abɛka nnipa a wɔtua ɛtoɔ wɔ ɔman yi mu no ho."	There will be an introduction of “Electronic Transaction levy” or “Elevy” on all electronic transactions to widen the tax net and rope in the informal sector.
0.0743	0.9624	Saa ɛtoɔ yi bɛka “fonq so sikamaneɛ, sikakorabea sikamaneɛ, “fonq so sikamaneɛ ho dwumadie ne sikamaneɛ a ɛfiri amannɔne, na ɛtoɔ a ɛda so yɛ ɔha mu nkyɛmu baako ne akyire pɔ nson ne fa (1.75%) a onipa a ɔde sika remane no na ɔbɛtua, gye sɛ sikamaneɛ a ɛfiri amannɔne reba no na deɛ ne nsa bɛka sika no bɛtua saa ɛtoɔ yi.	The levy will cover mobile money payments, bank transfers, merchant payments, and inward remittances.
0.0649	0.0021	Saa ɛtoɔ yi bɛhyɛ aseɛ wɔ Ɔgyefuo bosome da ɛdi kan wɔ afe 2022 mu.	The applicable rate levied on all these transactions is 1.75 percent, which will be borne by the sender, except for inward remittances where it will be borne by the recipient.
0.3045	0.5884	Sikamaneɛ a ɛbɛkɔ so wɔ da koro mu a ɛduru sidi ɔha (GH¢100) anaa deɛ ɛnnuru saa no, ɛtoɔ yi nka no.	This will take effect 1st February, 2022. Transactions that add up to GH¢100 or less per day will be exempt from this levy.
0.4142	0.0008	Nhyehyɛeɛ A Ɛfa Dwumadie Ho Sikasɛm Ho 15. Sɛdeɛ ɛbɛyɛ na yɛde sika bɛdi dwuma a ɛhia mapa na aboa ama yɛanya sikasɛm mu ahohyɛsoɔ enti, yɛbɛtu dwumadie ho sikasɛm nhyehyɛeɛ ahodoɔ ho anammɔn wɔ afe 2022 ne mmerɛ kakra a ɛdi yɛn anim yi mu:	To contain expenditures and further enhance fiscal sustainability, a number of expenditure measures will be implemented in the 2022 fiscal year and the medium-term. a.
0.6910	0.0146	Aban bɛkɔ so abɔ aban adwumayɛfoɔ akatua ho nhyehyɛeɛ no ho ban na yei mu no, yɛbɛhwɛ sɛ aban adwumayɛfoɔ a wɔnam ɛkwan pa so afa wɔn wɔ adwumam no nko ara na wɔde wɔn din bɛkɔ Aban akatua nwoma mu, b. Afe 2022 mu ne mmerɛ kakra a ɛdi yɛn anim yi mu no, yɛbɛyɛ Aban adwumayɛfoɔ dwumadie nnyinasoɔ mu nhwehwɛmu nam so de ahunu adwumayɛfoɔ dodoɔ a wɔn ho bɛhia wɔ Aban nnwuma ahodoɔ mu sɛdeɛ ɛbɛyɛ a yɛbɛnya Aban adwumayɛfoɔ dodoɔ a ɛfata na wɔn dwumadie adi mu, c.	Government will continue to safeguard the integrity of the payroll system by ensuring that only public sector employees properly engaged through approved channels are placed on the payroll; b. a staff rationalisation exercise will be carried out in 2022 and the medium-term to instil efficiency in the allocation of staff to government institutions with the view to right-sizing the public sector workforce; c.
0.6879	0.5430	Mpontunnwuma afoforɔ biara a yɛaka ho asɛm wɔ afe 2022 Sikasɛm Nhyehyɛeɛ yi mu sɛ yɛbɛyɛ, ne deɛ Aban Nnwuma (MDAs), Kuropɔn, Nkuro ne Mansini Mmarahyɛbadwa (MMDAs) ne Aban Nnwumakuo ahodoɔ (SOEs) no Animanim Mpontuo Nhyehyɛeɛ (Medium-Term Development Plans) mu no ho anammɔntuo nyinaa a ɛmfa ho ne baabi a dwumadie no ho sika firi no, yɛde bɛfa mmara (L.I. 2411) ɛkwan no so sɛdeɛ ɛbɛyɛ a yɛbɛyi sikasɛeɛ akwa na aboa ama ɔman mpontunneɛ ho dwumadie a Aban nnwuma di ma ɔmanfoɔ no adi mu ama mfasoɔ aba ho.	All new projects announced in the 2022 Budget and those included in the Medium-Term Development Plans of MDAs, MMDAs and SOEs shall, irrespective of their funding source, be subjected to the processes outlined in l.I. 2411 to ensure efficiency and effectiveness in the delivery of public infrastructure and provision of public goods and services.
0.3593	0.8535	Yɛbɛdi sikasɛm ho anammɔntuo ahodoɔ a ɛdidi soɔ yi so sɛdeɛ ɛbɛyɛ a yɛremfom wɔ mmerɛ kakra a ɛdi yɛn anim yi mu wɔ sikasɛm ahohyɛsoɔ ɛkwan a yɛatwa ato hɔ no:	The following expenditure commitments control measures will also be enforced to avoid veering off the chartered medium-term fiscal consolidation path.
0.3957	0.9927	Nneɛma a Aban Nnwuma agye atom wɔ wɔn Nneɛmatɔ Nhyehyɛeɛ (Procurement Plans) mu a apue edwa wɔ Aban Nneɛmatɔ Mpenesoɔ Adwumakuo (PPA) no abɛɛfo amaneɛbɔbea (website) no nko ara na yɛbɛdi ho dwuma de ama nneɛmatɔ ho kɔntraagye, Ɛsɛ sɛ Nneɛmatɔ ho abisadeɛ a Aban adwumakuo biara bɛyɛ wɔ afe biara mu no yɛ deɛ wɔatwa ɛho sika ato hɔ wɔ saa afe korɔ no mu Sikasɛm Nhyehyɛeɛ mu.	Only items specified in approved MDAs' Procurement Plans posted on the PPA website can be considered for procurement contracts; All procurement requests by procurement entities relating to a particular fiscal year must be backed by budgetary allocations approved for that year.
0.3926	0.9209	Yei da nkyɛn a, ɛsɛ sɛ yɛhunu baabi a saa nneɛmatɔ yi ho sika firi reba ɛnna sika dodoɔ a ɛwɔ hɔ ma saa nneɛmatɔ yi, Aban adwumam panin biara nni ho ɛkwan sɛ ɔde ne nsa hyɛ Nteaseɛ Apam (MoU) biara ase de kyekyere Ghana Aban wɔ sikasɛm mu wɔ ɛberɛ a ɔnnyee mpenesoɔ mfirii Ɔsoafoɔ a Ɔhwɛ Sikasɛm so no nkyɛn.	This notwithstanding, all such requests must also be based on actual confirmed sources and availability of funding; No public official must sign any MOU or agreement that commits the Government of Ghana financially without prior approval or clearance from the Minister for Finance.
0.5018	0.9473	"Ghana Covid-19 Asetɔre Ne Ankorankorɛ Nnwuma Mu Nkanyan Ho Mmoa (Ghanacares) “Obaatan Pa” Dwumadie No 17. Sɛdeɛ ɛbɛyɛ na yɛbɛduru yɛn botaeɛ a yɛpɛ sɛ Ghana duru mpɛmpɛnsoɔ a yɛrenhia mmoa ho, na afei yɛasane agyina yɛn nan so wɔ COVID-19 Yadeɛ Kontonkurowi akyi enti, Ghana Aban hyɛɛ aseɛ tuu Ghana Covid-19 Asetɔre (GhanaCARES) ""Obaatan Ne Ankorankorɛ Nnwuma Mu Nkanyan Ho Mmoa Pa- (GH¢100 Dwumadie a emu sikabotene yɛ sidi ɔpepepem ɔha baako billion) ho anammɔn."	To realise the vision of transforming Ghana Beyond Aid, and beyond COVID- 19 Pandemic, Government commenced the implementation of the GH¢100 billion Ghana COVID-19 Alleviation and Revitalisation of Enterprises Support programme, (the GhanaCARES “Obaatan pa” programme).
0.3444	0.9478	Yei botaeɛ ne sɛ yɛnam ankorankorɛ nnwuma ho no nhyehyɛeɛ mu mpontuo ne mmoa a yɛde bɛma wɔn no so ama ɔman yi sikasɛm agyina yie, nkanyan aba mu na ɛnam so ama nsakraeɛ pa aba ɔmanfoɔ asetena mu.	This is to stabilise, revitalise and transform our nation, through the improvement of the business environment, and support the private sector.
0.3474	0.8320	Deɛ ɛdidi soɔ yi ne dwumadie no mu nkonimdie ahodoɔ a epuee wɔ afe 2021 mu ɛnna afei anammɔn ahodoɔ a yɛasi gyinaeɛ sɛ yɛbɛtu wɔ afe 2022 mu.	The following are highlights of the key successes of the programme in 2021 and initiatives planned for 2022.
0.3815	0.0036	Abɛɛfo Ɛkwan a Yɛfa so yɛ Kua ne Nnuanekra Nhyɛananmu 19. Ahineme bosome baa awieeɛ wɔ afe 2021 mu no, na yɛafa abɛɛfo ɛkwan so atwerɛ nnipa dodoɔ mpem ahanum aduɔson nkron, ahansia aduosia mmienu (579,662 individuals) edin a emu mpem ahanum aduanan nson, ɔha ne aduonu nsia yɛ akuafoɔ (547,126 farmers) ɛnna emu mpem aduasa mmienu, ahanum ne aduasa nsia yɛ nnipa a wɔdi dwuma ahodoɔ wɔ kua mu (32,536 value chain actors) na yei bɛboa ama yɛatumi de yɛn ani adi wɔn dwumadie akyi, ahunu obiara dwuma a ɔredi sɛdeɛ ɛbɛyɛ a, Aban mmoa a ɔde boa kuadwuma no bɛdi mu na emu ayɛ fann a obiara bɛhunu deɛ ɛrekɔ soɔ.	A total of 579,662 individuals, comprising 547,126 farmers and 32,536 value chain actors, have been registered in an electronic database of farmers as of October 2021, to improve tracking, targeting, efficiency and transparency in public support programmes within the agriculture sector.
0.3919	0.9087	Aban ne nnipakuo ahodoɔ a wɔdi nkokɔyɛn, ɛmo, soya ne ntoosi ho dwuma no nyinaa hyiaeɛ, na ɛnam nhyiamu yi so maa Aban hunuu ɔhaw ahodoɔ a ɛwɔ wɔn dwumadie mu na yei maa Aban yɛɛ nhyehyɛeɛ a ɔnam so bɛma kuadwuma mu nnwumakuo ahodoɔ no bosea a ɛho nsiho wɔ fam sɛdeɛ wɔde bɛsɔ wɔn dwumadie mu ɔhaw ano.	Government engaged various actors in the poultry, rice, soya and tomato value-chain to understand the challenges of the sub-sector, which led to the development of a framework to provide Interest Rate Subsidy (IRS) to agribusinesses to address the financing constraints.
0.2031	0.8184	Saa nhyehyɛeɛ yi mu no, wɔde bosea a wɔate ɛho nsiho no so ɔha mu nkyɛmu aduonum (50% subsidy on interest) bɛma kuadwuma mu nnwumakuo a wɔfata ama wɔde atotɔ dwumadie mu akadeɛ a wɔhia na wɔde atrɛ wɔn dwetire mu nso.	The IRS intervention will grant about 50 percent subsidy on interest charges for loans advanced to qualified agribusinesses to secure equipment and expand working capital.
0.2006	0.0211	Sɛdeɛ ɛbɛyɛ na abɛɛfo kuadwuma a yɛahyɛ aseɛ yi ase bɛtim enti, yɛbɛtu anammɔn ahodoɔ a ɛdidi soɔ yi wɔ afe 2022 mu: yɛbɛbue Ghana Kuadwuma Nsase ho Amaneɛbɔ Beaeɛ (Ghana Agricultural Land Information Bank-GhLIB) a ɛbɛboa ama wɔn a wɔrepɛ asase ayɛ kuadwuma atɔn mu nnɔbaeɛ no anya bi, yɛbɛfa abɛɛfo asetenam nkutahodie ne nkratoɔ akwanhodoɔ (social media) so ama mmabunu nkyerɛkyerɛ na yɛne wɔn anya nkutahodie afa akwannya ahodoɔ a ɛwɔ kuadwuma mu no ho, na afei yɛbɛyɛ nhwehwɛmu afa kuadwuma mu edwadie ho nam so ahunu nhyehyɛeɛ ne akadeɛ a ɛbɛboa saa kuadwuma mu edwadie yi na yɛatumi de akadeɛ ne mmoa ama mmabunu.	To sustain the modernisation of agriculture, the following measures will be pursued in 2022. create a Ghana Agricultural land Information Bank (GhlIB) to improve access to land, especially for commercial farming; sensitise and engage the youth on the opportunities within the agricultural sector, including the use of social media; and map-out agribusiness start-up ecosystem and resources to take stock of the ecosystem resources and disseminate them to the youth
0.4170	0.4126	Nsrahwɛ, Adwinnie Ne Amammerɛ Mpontuo 22. Dwuma a Aban nam CARES nhyehyɛeɛ so redi de apagya Nsrahwɛ, Adwinnie ne Amammerɛ mu ama ɔman sikasɛm atu mpɔn enti, Aban bɔɔ mmɔden wiee Ɔman Nsrahwɛbea ahodoɔ a wɔde bɛgu abɛɛfo amaneɛbɔbea baako so ho dwumadie, na ɛnam so ma wɔn a wɔdi dwuma wɔ nsrahwɛ adwuma no mu ahasa (300 operators) aba faako sɛdeɛ ɛbɛyɛ a wɔbɛfa abɛɛfo ɛkwan so adi wɔn dwuma na wɔn dwumadie adi mu.	As part of promoting the Tourism, Art and Culture Sector of the economy under the CARES, Government completed the on boarding of 300 operators on the National Tourism Destination Single window platform to automate tourism operations and enhance service delivery and quality.
0.1736	0.4905	Afe 2022 mu no, Aban bɛsisi mmeaeɛ bi te sɛ Adwinnie Mpontuo Beaeɛ, Anyinam mfidie, mfidie a asɛe akwaa beaeɛ, na wayiyi akwan a ɛkɔ nsrahwɛbea na afei ɔde mpontunneɛ bi te sɛ anyinam nkanea, nsuo ne nkratoɔ ne nkutahodie ho akadeɛ akɔ nsrahwɛbea ahodoɔ.	In 2022, Government will construct ancillary facilities such as a Pattern Development Shop, a Powerhouse, a Scrapyard, and road networks as well as provide other infrastructure such as power, water and telecommunication facilities at tourist sites.
0.3926	0.1504	Adwadeɛyɔ ne Adwadeɛ a Yɛde bɛkɔ Amannɔne Mu Mpontuo 24. Sɛdeɛ ɛbɛyɛ na dwuma a yɛbɛdi no ne Aban Mfidinnwuma ho Botaeɛ ahodoɔ Edu (Governmentqs 10-Point Industrialization Agenda) no bɛsiae soɔ enti, yɛasi gyinaeɛ sɛ yɛbɛma yɛn ani akɔ Ghana Mfidinnwuma Nketewa mu ntrɛmu so sɛdeɛ ɛbɛyɛ a, wɔbɛtumi ayɛ adwadeɛ a ɛbɛnya boɔ wɔ amannɔne edwa so, nnwuma a wɔdane mfudeɛ ani dwumadie bɛtu mpɔn, wɔayɛ adwadeɛ bebree a yɛde bɛkɔ amannɔne akɔtɔn na ɛnam so ama nnwuma abu so ma ɔmanfoɔ anya bi ayɛ.	In alignment with Government's 10-Point Industrialization Agenda, accelerated expansion of Ghana's light Manufacturing sector is prioritised to ensure rapid competitive import-substitution, expanded capacity for agroprocessing, increased exports and job creation.
0.6560	0.0012	Afe 2021, Aban hyɛɛ aseɛ sii Aduyɛ Beaeɛ te sɛ deɛ ɛwɔ ewiase baabiara wɔ Noguchi sɛdeɛ ɛbɛboa ɔman yi mu nnuroyɛ nnwumakuo wɔ wɔn	In 2021, Government commenced works towards establishing the Bioequivalence Centre at Noguchi to support the local pharmaceutical manufacturing industry.
0.2129	0.0029	Afe 2022 mu no, yɛbɛtu anammɔn a ɛdidi soɔ yi: Nnwumakuo ho nhyehyɛeɛ mu nsakraeɛ ahodoɔ no bɛyɛ ntɛmntɛm na abɛɛfo ɛkwan a wɔfa so di dwuma bɛdi akotene wɔ Nnwumakuo ho Nkrataayɛfoɔ Panin Adwumam (Registrar General Department), Aban bɛhyɛ nhyehyɛeɛ ase de asisi Mantam Mfidinnwuma Mmeaeɛ a wɔne Mfidinnwuma ho Nimdeɛ Asuapɔn ahodoɔ (Technical Universities) no bɛnya twaka, ɛnna afei Yɛbɛtrɛ nnuro a yɛtɔ firi ɔman yi mu nnuroyɛ nnwumakuo no hɔ mu na yɛne wɔn aka abom ayɛ adwuma ama wɔayɛ nnuro a ɛdi mu.	The following key initiatives will be implemented in 2022. Acceleration of Business Regulatory Reforms (including digitization of operations at the Registrar General Department; Commence a programme to build regional industrial parks linked to technical universities; and Expand domestic procurement of pharmaceuticals and work with industry to facilitate production of Active Pharmaceutical Ingredients (API)
0.0847	0.4915	Yɛreka ɛkwan a ɛda yɛne ewiase aman ntam wɔ abɛɛfo nimdeɛ mu no apua na yɛama abɛɛfo nkutahodie ho nhyehyɛeɛ ayɛ ntɛmntɛm 25. Aban gu so de nkɔsoɔ mapa reba yɛn abɛɛfo nkutahodie nhyehyɛeɛ ho anammɔntuo no mu.	Government is making significant progress towards our digitalisation drive.
0.5505	0.9097	Sɛdeɛ ɛbɛyɛ na saa anammɔntuo yi bɛwie pɛyɛ enti, Aban ama Ghanafoɔ bɛboro ɔpepem dunum (over 15 million Ghanaians) anya wɔn ankasa ahyɛnsoɔ kaade na ɔde fidua ɔpepem nson ne mpem ahanum (7.5 million houses) nso ato ɔman abɛɛfo akyirikwan nhyehyɛeɛ no so a ɛboa ma yɛhunu beaeɛ a fidua ahodoɔ yi mu biara wɔ pɔtee. Ghana Sikakorabea Baatan (Bank of Ghana) nam abɛɛfo sika foforɔ (e-cedi currency) a wɔde apue edwa no so ahyɛ yɛn abɛɛfo nimdeɛ ho anammɔntuo no mu kena.	To this end, Government issued unique identification cards to over 15 million Ghanaians and placed 7.5 million houses on the national digital address system. 26. The drive to digitise the economy has received additional recognition from the adoption of the e-cedi currency by the Bank of Ghana. we have rolled out the oGhana.gov' platform as well as other initiatives to enhance and expand efficiency in service delivery. ”
0.2289	0.0140	Yɛada abɛɛfo ɛkwan a yɛfa so di dwuma wɔ Aban mu, ne akwanhodoɔ a yɛbɛfa so ama Aban nnwumakuo dwuma a wɔdi ma ɔmanfoɔ adi mu na ɛde mfasoɔ aba no adi wɔ abɛɛfo nkutahodiebea a yɛfrɛ no “Ghana.govq platform no so.	Government has commenced concrete steps to establish the Ghana Vaccine Manufacturing Centre.
0.3593	0.8887	Yɛbɛwie Ɔman Nhyehyɛeɛ a Ɛfa Nnuro a yɛde wɔ paneɛ de ko tia nsaneyadeɛ ho dwumadie no animanim yi ara na Ɔman Nsaneyadeɛ ho Paneɛwɔ Nnuro Adwuma (National Vaccine Institute) a ɛsɛ sɛ yɛsi na ɛhwɛ toto nnuro a yɛde wɔ paneɛ ho nsɛm no nso ahyɛ aseɛ.	A draft National Vaccine Policy will be finalised and the establishment of a National Vaccine Institute to coordinate production of vaccines is underway.
0.3601	0.9956	Aban nam ayaresabea ahodoɔ ɔha ne dubaako (Agenda 111 programme) a ɔrebɛsi wɔ mansini ahodoɔ mu no so ne Ɔman Apɔmuden Nsiakyibaa Nhyehyɛeɛ (National Health Insurance Scheme) bɛdi nsawɔsoɔ ama apɔmuden ho akadeɛ akɔ nkan na wama Apɔmuden mmeaeɛ no nsa aka sika a wɔhia de adi wɔn dwuma sɛdeɛ ɛbɛyɛ a apɔmuden a yɛrepɛ ama obiara wɔ afe 2030 mu no bɛba mu pɛpɛɛpɛ.	In conjunction with the National Health Insurance Scheme, Government will under the Agenda 111 programme boost health care infrastructure and financial access to health care to achieve quality universal health coverage by the year 2030.
0.2000	0.9736	Mmabunu adwumanya ne nsaanodwuma ho ɔhaw anosie 28. Sɛdeɛ ɛbɛyɛ na yɛbɛtumi asi mmabunu adwumayɛ ne nsaanodwuma ho ɔhaw ano enti, Aban nam dwumadie ahodoɔ sɛ ebia NEIP, NABCO, Ɔman nnuadua dwumadie ne NBSSI (a seesei wɔfrɛ no GEA) no so abuebue nnwuma ho akwannya ato hɔ ama mmabunu ne nnwuma nketewa ne adantam (SMEs).	To help address the youth unemployment and skills challenge, Government through special programmes such as NEIP, NABCO, National Afforestation and NBSSI (now GEA), has created significant job opportunities for the youth and SMEs.
0.3699	0.9761	Nkutahodie dodoɔ a akɔ so wɔ Aban ne akuhodoɔ a mmabunu ne nwomasua akuhodoɔ ka ho bie ntam enti no, afe 2022 yi mu no, Aban bɛgyina Ghana COVID-19 Asetɔre ne Ankorankorɛ Nnwuma mu Nkanyan ho mmoa (GhanaCARES) dwumadie no so afiri aseɛ atu nhyehyɛeɛ a ne edin de YouStart no ase, afa so de sikabotene a ano boɔ som ɔpepepem baako (Ghc 1.0 billion) nam so de abuebue nnwuma dodoɔ ɔpepem baako wɔ mfeɛ mmiɛnsa ntam.	Following extensive consultation with stakeholders, including youth associations and educational institutions, Government in 2022 will implement the YouStart Initiative as a vehicle to use GH¢1.0 billion to create 1 million jobs in 3 years under the GhanaCARES programme.
0.3885	0.9722	YouStart dwumadie yi bɛboa wɔn a afei na wɔahyɛ wɔn ankasa nnwuma ase no ama wɔanya sika, anya mimdeɛ, anya nsaanodwuma ho nteteeɛ ne nkanyan de afiri wɔn ankasa nnwuma ase ama akɔ nkan.	The YouStart will support young entrepreneurs to gain access to capital, training, technical skills, and mentoring to enable them launch and operate their own businesses.
0.4148	0.9941	Ewiem nsakraeɛ ho anammɔntuo ne ɛkwan pa a yɛrefa so abrɛ ewiem nneɛma bɔne ano ase. 30. COVID-19 akyiri sikasɛm nsiesie nhyehyɛeɛ no ama akwannya a yɛnam so bɛtumi afa ɛkwan pa ne nkoden so aduadua nnua nam so agyina yie bio.	The post COVID-19 economic recovery agenda provides an opportunity to build back better through innovation and more aggressive pursuit of green growth.
0.2075	0.9868	Ne saa enti, Aban de ewiem nsakraeɛ ho nhyehyɛeɛ ahodoɔ agu akwan mu a ɛbɛboa kankorɔ, sikasɛm mu mpontuo, adwumanya ne nnipa mu nyiyimu ano abrɛ ase.	In this regard, Government has put in place climate change interventions to leverage the drive towards a green transition in a manner that promotes sustainable growth, financial and fiscal stability, increased employment, and reduced inequality.
0.3087	0.9951	Ghanaman reyɛ nhyehyɛeɛ nam so redi nnuadua ho dwuma a yɛnam so bɛhyɛ kwaeɛ a wɔatwa emu nnua nyinaa no anan mu.	Ghana is pursuing and implementing an aggressive afforestation programme and projects aimed at restoring lost forest cover.
0.2708	0.9922	Yei enti, Aban retu anammɔn afa so asiesie nsase a asɛe no, ama yɛn kwaeɛ ne emu mmoadoma ho banbɔ, ntotoeɛ ne dwumadie ahodoɔ a ɛde mfasoɔ bɛba no adi mu.	In this regard, Government is embarking on programmes to reclaim our degraded lands to ensure the sustainable protection, management, production and development of forest and wildlife resources.
0.2052	0.6924	Sɛdeɛ ɛbɛyɛ na yɛbɛdi nnuatwa ne kwaeɛsɛe ho ɔhaw so no enti, Ɔmanpanin dii ɔmanfoɔ anim ma yɛduaduaa nnua boro mpem nson wɔ Ayɛwohomumɔ wɔ afe 2021 mu. Yei boroo nnua mpem enum a na ɛsi ani so sɛ yɛbɛduadua wɔ nhyehyɛeɛ a wɔato edin Green Ghana no mu no so.	” 32. To avert the challenge of deforestation and forest degradation, H.E the President led the country to plant over seven million trees in June 2021. This was far above the five million targeted under the Green Ghana Project.
0.6076	0.0693	Afe 2022-2025 Animanim yi ara mu Ɔman Mpontuo Nhyehyɛeɛ ( Medium- Term National Development Policy Framework (MTNDPF) no na ɛbɛsii nhyehyɛeɛ a wɔato edin sɛ Ghanaman yi mu animanim yi mpontuo botaeɛ (2018-2021) (Ghanaqs Medium-Term National Development Policy Framework -2018-2021) no anan mu.	Following the expiration of Ghana's Medium-Term National Development Policy Framework (2018-2021), 2022 marks the country's transition into the Medium-Term National Development Policy Framework (MTNDPF) (2022-
