anchor_sim	qe_score	twi	english
0.7325	0.8477	Ahonnidie ne Efi Ho Ɛtoɔ (Sanitation and Pollution Levy-SPL) a ɛyɛ mpesewa edu (10 pesewas) wo Petro/Desel biara so a ɛhyɛ Ogya- Ahoɔden Ɛtoɔ ho Mmara (Energy Sector Levies Act - ESLA) no ase, na yɛnam saa stoo yi so betoto Ahonnidie ho nsɛm ama adi mu, mpontuo bɛba asetenam na ysate nnipa dodoɔ a wɔyare anaa wowuwuo ɛsiane efi enti no SO;	A Sanitation and Pollution Levy (SPL) of 10 pesewas on the price per litre of petrol/diesel under the Energy Sector Levies Act (ESLA) to ensure sustainable sanitation management, improve the quality of life, and reduce the number of deaths and diseases from poor sanitation;
0.2119	0.1047	Ogya-Ahooden Nkanyan ho Ɛtoɔ (Energy Sector Recovery- Delta Fund) a ɛyɛ mpesewa aduonu wo lita/desel biara so, na yei hyɛ ESLA nhyehyses no ase a sbeboa ama yɛatua ogyaahoɔden ho ɛka a ɛfiri Ogya-Ahooden ho Apam ahodoɔs a ɛkɔɔ so wo bere a na mfidie a ska saa Apam ho no nys adwuma;	An Energy Sector Recovery (Delta Fund) Levy of 20 pesewas per litre on petrol/diesel under the ESLA to pay for capacity charges resulting from Power Purchase Agreements when the plants involved were idle or unutilised;
0.6549	0.9170	Sikakorabea Nnwuma mu nsiesie ho stoo- ɔha mu nkyɛmu enum wɔ sikakorabea ahodoɔ no mfasoɔ so ansa na yɛate stoo (5 % on profit-before-tax) na yɛde saa sika yi bɛtua ɔmanfoɔ sika dodo a aka mu wɔ sikakorabea nnwuma a aguo no mu.	A financial sector clean-up levy of 5 percent on profit-before-tax of banks to help defray outstanding commitments in the financial sector.
0.5411	0.0007	Yɛbɛyɛ nsakraeɛ wo yei mu wɔ afe 2024 mu;	This will be reviewed in 2024; Total Revenue & Grants Tax Revenue Tax Revenue (non-oil) Non-Tax Revenue (non-oil) Oil Revenue Other Revenue (ESLA & SSNIT to NHIL) Grants
0.3759	0.0006	Sikasɛm Asosee ne Amannwoees Asoesee no bɛka abom ahwɛ akradee ho dwumadie so na wɔne nnwumakuo a wɔdi akotene wo saa dwumadie yi mu bɛdi nsawɔsoɔ nam so ahyehyɛ akwanhodoɔ a wɔbɛfa so anya sika wo akradee ho dwumadie yi mu; ɛnna afei	Ministry of Finance and Ministry for the Interior to co-supervise the gaming industry and consult with stakeholders to formulate a comprehensive policy to improve revenue mobilisation from gaming activities; and
0.7249	0.0045	Yɛbɛyɛ nsakraes wo sika a yegyegye wɔ Lɔrekwan so stoð mu ama ɛne ɛnnɛ mmerɛ yi mu nneɛma bɔɔs ayɛ pɛ sɛdeɛ Sikatua Ahodoɔ ho Mmara (Fees and Charges -Miscellaneous Provisions)- Act, 2018 (Act 983) a ɛma skwan ma yeshyehye Lɔrekwan so ɛtɔ kyerɛ pɛpɛɛpɛ no, na ɛnam yei so ama yɛanya afe biara mu sikatua mu nsakraeɛ a ɛfata a ɛne afe biara mu nneema-boo sorokɔ a Ghana Asetenam Nkontabuo Adwumakuo (Ghana Statistical Service) de bɛto edwa no siae so.	Review existing road tolls and align them with current market rates and amend the Fees and Charges (Miscellaneous Provisions) Act, 2018 (Act 983) that governs the setting of Rates and Tolls to accommodate an automatic annual adjustment that will be pegged to the previous year’s average annual inflation as published by the Ghana Statistical Service.
0.3895	0.0013	Aban ayɛ sɛ afe 2021 yi mu no, ɔde Ghana sika dodoɔ sidi ɔpepepem ɔha ne dumiɛnsa ne ɔpepem nwɔtwe (GHÈ113.8 billion) na ɛbɛdi dwuma sedes Yɛakyerɛkyerɛ mu wo Hyehyɛpono 4 a ɛwɔ ases ha yi mu no. Sika a aka a ɛsɛ sɛ Aban nya de sɔ deɛ ɔbɛgyegye no so no bɛfiri amannɔne ne ɔman yi ara mu boseabo.	Resource Allocation for 2021 Government in 2021 proposes to spend a total amount of GH₵113.8 billion as shown in Figure 4. The deficit of GH₵41.3 billion will be financed by borrowing from the international and domestic markets.
0.6861	0.5640	Hyehyspono 4: Dwuma Ahodo»s A Yɛde Sika Bɛdi Ne Sedes Yzakyekys mu wɔ 2021 mu (Ghana Sika wɔ pepepem mu)	Figure 4: Expenditure Items and their allocations for 2021 ( in Billions of Cedis)
0.1767	0.0345	Ɛka a yɛbɛtua I 3.7 Dwuma afoforɔ a yɛde sika bɛdi EEE 38.4 Sika a wode bɛma aban nnwuma MEE 18.1 Nsiho-tua E 35.9 Mpontunnwuma ho ɛka B 11.4 Adwadeɛ ne akade ho sika E 6.0 Adwumayesfoo akatua E 30.3	Total Expenditure Compensation Goods & Services Capital Expenditure Interest Payments Grants to Other Govt Units Other Expenditures Arrears Clearance
0.3872	0.9326	Sika dodoɔ a yɛde bɛdi owuma COVID-19 YADEEƐ KONTONKUROWI HO NSUNSUANSOO, YADEƐ NO ASETUO HO NHYEHYƐEƐ AHODOƆ ƐNNA GhanaCARES (OBAATAN PA) DWUMADIE NO	7 | Government of Ghana - 2021 Citizens’ Budget IMPACT OF COVID-19 PANDEMIC, MITIGATING MEASURES AND THE GhanaCARES (OBAATAN PA) PROGRAMME
0.6594	0.1094	Saa ɔfa yi da COVID-19 yadeɛ kontonkurowi ho nsunsuansoɔ wo ewiase ne Ghanaman titire so no adi.	This section highlights the impact of COVID-19 Pandemic on the global economy in genera,l and Ghana in particular.
0.3339	0.8809	Afei, esane kyerɛ nhyehysee ahodoɔ a Aban afa so a ɔde bɛsɔ nsunsuansoos yi ano na wabre saa nsunsuansos ahodoɔ yi ano ase.	It also discusses the measures taken by Government to address and reduce these impacts.
0.6941	0.9590	COVID-19 Yade: Kontonkurowi ho Nsunsuansoɔs COVID-19 yadeɛ kontonkurowi a ɛtɔ hyse ewiase so wo ɛberɛ a na aka kakra ama afe 2019 ako awieeɛ no de nsunsuansoɔ baa fidua biara so, adwumakuo biara so ɛnna mpo ewiase aman nyinaa Sikasɛm so.	Impact of COVID-19 Pandemic The COVID-19 pandemic that hit the entire world in the later part of 2019 had a major impact on nearly every household, business, and the economies wolrdwide.
0.3229	0.0009	Sikasɛm ho dwumadie ahodoɔ yss basaa, wɔyiyii nnipa adi firii nnwuma mu, ɔmanfoɔ hweree sika na dwumadie ahodos a anka ɛde sika bebre manfo no gye guie.	It distorted economic activities, resulting in layoffs, loss of income, and worsened economic prospects.
0.6371	0.0011	Dees ɛka yei ho nso ne se, ewiase nnipa bɛboro ɔpepem mmienu ne mpem nsia (2.6 million) na abɛto edwa sɛ woahwere wɔn nkwa.	In addition, over 2.6 million deaths has been recorded globally.
0.1761	0.9302	8 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Ghanaman mu no, na nnipa dubaako na wɔnya yadeɛ no bi nnawɔtwe biara, na yei kɔɔ soro kɔduruu nnipa ahanson ne aduowoɔtwe baako wɔ Kutawonsa bosome mu wɔ nnawɔtwe a etwa too no mu wo 2020 mu, na esso te kɔduruu ha ne ɛnan wo Ɔpenimma bosome mu wo nnawɔtwe a etwa tod no mu wɔ 2020 mu.	In Ghana, infections increased from a weekly average of 11 persons to a peak of 781 infections in the last week of July 2020, declining to 104 cases in the last week of December 2020. In 2021, a new wave of infection was recorded and this saw an average rise from 99 in the first week of January to 880 by the week of 5th February.
0.1837	0.5361	ƐEsiane sɛ Aban pɛ sɛ ɔko tia yadeɛ mmoawa no enti, ɔde akoneabadie ho hyɛ too ɔmanfoɔ so sɛ obiara nhyɛ ɛdan mu, na yei nyaa nsunsuansoɔ bɔne wo Ɔman no asocsee titire mu dwumadie dodos no ara so, titire ahohoye, kuadwuma, apomuden, akwantuo, adwade2yɔ, adansie, sikakorabea ne nwomasua nnwuma so.	In an effort to contain the virus, Government imposed restrictions on the good people of Ghana and this affected businesses in key sectors of the economy, notably hospitality, agriculture, health, transportation, manufacturing, real estates, financial, and education sectors.
0.3635	0.0007	Akwantuo mu adwumayefos, ahyenkafoo ne “tro-tro” mu ameetifoo ɛnna ankorankorɛ nnwuma mu adwumayɛfoɔ a wɔnni Aban nwoma mu na wọnni asetenam Aboadeɛ biara no ho kyeree wɔn yie wo saa akoneabadie ho ɔhye a Aban de too ɔmanfoɔ soɔ no mu.	Transport workers, drivers and conductors of “tro-tros”, and other groups in the informal sector who do not have access to social benefits were hard hit by the restrictions imposed.
0.3801	0.0055	Ewom s£ na ohye no bɛboa ama yadeɛ mmoawa no asetre ano abrɛ ase, nanso ɛmaa adwadeɛ ne asetenam akades ahodoɔ a ɔmanfoɔ hia de abɔ wɔn bra no so tee pa ara.	Although the restrictions were critical in containing the virus, it also led to drastic reduction in the demand for many goods and services.
0.3978	0.0016	Yɛde yɛn ho toto Abibirem Atɔeɛ aman ahodov no ho a, Ghana Aban de akokoɔduru tuu anammɔn pa a ɔde sɔd yadeɛ mmoawa no asetre ano na gnam so maa URRI: $ amansan kamfoo Aban no wo Sa saa anammɔn ahodoɔ a ɔtuu wo yadeɛ yi ho na yei hyɛɛ Aban nkuran ma ɔyee bi kaa ho.	Compared to our peers in the sub-region, the bold measures taken by the Ghana Government to contain the spread of the virus were lauded by some sections of the International Community, which urged us to do even more.
0.1405	0.0453	Ewiase Sikakorabea mmoa so Yade mmoawa asetɔre dwumadie no bi 9 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee	8 | Government of Ghana - 2021 Citizens’ Budget As an additional response, Government, with support from the World Bank, developed the US$100 million National COVID- 19 Emergency Preparedness and Response Plan (EPRP) that focused on strengthening the national capacity for surveillance, diagnosis, and case management as anchored on the 3Ts–Testing, Tracing and Treatment.
0.3579	0.6919	Asentire: “Yebewie dwumadie ama asez atim na yzatoa des aka so nam so akanyan ɔman sikasem”	Government also provided some relief packages in the following areas:
0.1916	0.0008	Aban sane de nneɛma ahodos a ɛma ɔmanfoɔ kɔn mu dwo wɔn no maa manfo sɛdeɛ ɛdidi soɔ yi: ° Aban boaa ankorankorɛ nnwuma seedee worenyi wɔn adwumayefos adi na wɔn abusuafoo ho nkokyere wɔn wo ɛberɛ a wọgu so rekɔ tia yade no ho haw no;	Assisted businesses to retain their workers and support families as they confronted the crisis;
0.6865	0.0007	Aban tuaa anyinam nkanea ho ska maa ɔmanfov firi Oforisuo mu de kɔsii Ɔpenimma mu wɔ afe 2020 mu, na ɔde nnuane maa mmɔborɔwafoɔ wɔ ɛberɛ a na akoneabadie ho ɔhye da manfo so no mu;	Subsidised the cost of electricity from April to end-December, 2020 and provided food rations to vulnerable groups during the partial lockdown;
0.4287	0.0008	Aban maa nnipa ɔpepem baako, ahanwoɔtwe ne aduonu nson, ahanum ne aduɔwɔtwe baako (1,827,581) wo Nkran ɛnna nnipa Ahankron ne dunson, ɔha	Provided 1,827,581 and 917,142 cooked food packs to vulnerable and underprivileged persons within Accra and Kumasi, respectively;
0.1957	0.0009	Kumase a wọnni bie no Aban ne 3som Akuhodoɔ bi ka bɔð mu de nnuane komaa fidua ahodoɔ apem ahanan ne aduɔson wo csbere a na akoneabadie ho ɔhye da amanfoo soɔ no mu;	Distributed dry food packages to about families during the period of the partial lockdown in partnership with Faith-Based Organizations;
0.7168	0.0007	Aban nam Ghana Water Company Limited so de nsuo kyse Ghanafoɔ ɔpepem edu, mpem ɔha ne aduonu enum, ahansia ne aduonu (10,125,620) wo saa sbere koro no ara mu;	Free water supplied by Government through the Ghana Water Company Limited to the benefit of 10,125,620 Ghanaians;
0.1824	0.2722	Asentire: “Yebewie dwumadie ama ases atim na ygzatoa des aka so nam so akanyan sman sikasem”	Evacuated Ghanaians stranded abroad due to the travel and movement restrictions under the ‘Operation Return Home’ Programme; Ongoing fumigation exercise Free water for all
0.0455	0.0007	Aban nam ‘Bra Efie ho Dwumadie’ ‘Operation Return Home’ nhyehyses no so boa maa Ghanafoɔ a na ɛsiane akwantuo ne akoneabadie so ɔhye wɔ ɛberɛ a na COVID-19 yadees kontonkurowi yi rekɔ so enti na wɔwɔ ahokyere mu wɔ akwantuo mu no ma wobaa efie;	9 | Government of Ghana - 2021 Citizens’ Budget
0.6531	0.0008	Aban tuu anammɔn bɔv Fotoɔ a yɛato edin Coronavirus Asetɔre Nhyehyɛeɛ A Ɛfa Nnwuma Mu Mmoa Ho (Coronavirus Alleviation Programme Business Support Scheme -CAP-BuSS) de Ghana sika sidi ɔpepem ahanson aduonum (GH¢750 million) hyse aseɛ a botaeɛ ne sɛ ɛbɛboa Nnwuma Nketewa, Adantam ne Akɛseɛ Kakra (Micro, Small and Medium-Sized Enterprises-MSMEs) ama wɔatumi agyina yadeɛ kontonkurowi ho nsunsuansos no ano na yei mu no, nnwuma ahodoɔ mpem ahanu aduɔson nson ne ahanum ne dubaako (277,511 businesses) nyaa mmoa a sika a skoo mu no yɛ ɔpepem ahanan ne dummienu ne mpem aduoọowotwe nwɔtwe (GH¢412.88 million); ɛnna afei	Implemented the GH¢750 million Coronavirus Alleviation Programme Business Support Scheme (CAP-BuSS) to reduce the impact of the pandemic on Micro, Small and Medium-Sized Enterprises (MSMEs), and disbursed about GH¢412.88 million to support 277,511 businesses; and
0.6727	0.0077	Aban boɔ Ɔman COVID-19 Ho Fotoɔ (COVID-19 National Trust Fund) a ɔpe£ Ghana sika sidi oọpepem aduonum nson ne mpem dumiɛnsa (GH¢g 57.13 million) too mu a Ɛduruu Ɔpenimma 31 2020 mu no, na yɛde emu ɔpepem aduanan enum ne mpem aduonu mmienu (GH¢45.22 million) adi dwuma a Ebi ne yadeɛ no anosie ho akadeɛ (PPEs) a ystotoese ne ayaresa ho nneɛma a yɛde kɔɔ ayaresabea ahodoɔ a wɔhwɛ COVID-19 ho nsem, nnuane a yɛde maa wɔn a wɔanyini, mmoborowafos ne ahiafoɔ ɛnna ahyɛn a yetoto maa Ayaresabea ahodoɔ a wosa COVID- 19 yadees kontonkurowi yi wo ho (COVID-19 Treatment Centres) ɛnna anammɔntuo afoforɔ a keka ho.	Established COVID-19 National Trust Fund, where GHȼ 57.13 million was mobilised out of which GHȼ45.22 million was utilised as at 31st December, 2020 to provide PPEs and other medical supplies to COVID-19 selected institutions, distribute food items to the aged, vulnerable, and needy persons, provide vehicles to selected COVID-19 Treatment Centres, amongst others.
0.6984	0.0008	COVID-19 ho mmoa wɔ 2021 mu: Aban bɛhyɛ aseɛ de nhyehysee ahodoɔ a ɛdidi soɔ yi adi dwuma wɔ afe yi mu de aboa ɔmanfoɔ binom, titire wɔn a yadeɛ kontonkurowi no kaa wɔn pa ara no ama wanya ahoto kakra:	COVID-19 Support in 2021: Government will roll out the following additional reliefs in 2021 for different sections of the population, especially those hardest hit by the pandemic:
0.3791	0.0019	EƐtoɔtua so ntesoɔ: Aban Bɛte mfasoɔ so stoo aduru ɔha mu nkyɛmu aduasa (30% tax rebate) ama nnwumakuo a wɔwɔ ahɔhoyɛ ne nnuaneton, nwomasua, Adwinnie ne anigyee, akwantuo ne Nsrahwɛ dwumadie mu no wo afe 2021 yi mu wo abosome mmiɛnsa a £to so mmienu, mmiɛnsa ne ɛnan no mu;	Tax Rebate: Provision of a tax rebate of 30 percent on the income tax due for the second, third, and fourth quarters of 2021 for companies in the hotels and restaurants, education, arts and entertainment, and travel and tours sectors;
0.2923	0.0007	11 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Óla Adwade2: so toɔ3: Aban beyi stoo a nnwumakuo nketewa tua wo wọn adwadeɛ a woɔton so no afiri ho wo afe yi mu wɔ abosome mmiɛnsa a ɛtɔ so mmienu, mmiɛnsa ne snan no mu ama wɔn kɔn mu adwo won;	Tax Stamps: Suspension of quarterly income tax instalment payments for the second, third, and fourth quarters of 2021 for small businesses using the income tax stamp system;
0.1687	0.0007	Ahysn ho Mfasoɔ so Etos: Aban beyi abosome mmiɛnsa biara stoɔ a tro-tro ne taksi wuranom tua no afiri ho wo afe yi mu wo abosome mmiɛnsa a ɛtɔ so mmienu, mmiɛnsa ne ɛnan no mu sɛdeɛ ebesyes a ahyentuadee so Bɛte kakra; ɛnna	Vehicle Income Tax: Suspension of quarterly instalment payments of the vehicle income tax for the second, third, and fourth quarters of 2021 for trotros and taxis as part of measures to reduce the cost of transportation; and
0.3839	0.0009	Ebers a wɔde ayi nsiho-tua afiri ho no mu ntwemu sedes gbeye nkuranhyɛ ama adwadifoɔ na wɔatua :toð a wɔntuaes: Aban ayi asotwe ho sikatua ne nsiho a ɛwɔ ɛtɔ a nnwumakuo ne ankorankorɛ ntuaes bɛsi Ɔpɛnimma bosome wo 2020 mu no afiri ho. Yei yɛ nhyehyses a sebeboa nnwumakuo ne ankorankorɛ ama wɔatumi atua wɔn sika botene no nko ara wo afe yi mu wo bosome Ɛb mu.	Extension of the waiver of interest as incentive for early payment of accumulated tax arrears: A waiver of penalty and interest on accumulated tax arrears up to December 2020 to reduce cash flow challenges for companies and individuals who arrange terms with GRA to pay up the principal by September 2021. Beneficiaries of these reliefs will have to be registered with the Ghana Revenue Authority and must have fulfilled their first quarter tax obligations.
0.3546	0.4937	Nkanyan HO MMOA (OBAATAN PA) DWUMADIE NỌ Ghana Aban daa dwumadie bi a yato edin sɛ Ghana COVID-19 Asetɔre Ne Ankorankorɛ Nnwuma Mu Nkanyan ho Mmoa (Ghana COVID-19 Alleviation and Revitalization of Enterprises Support- Ghana CARES) no adi wo Obubuo bosome da a ɛtɔ so 20 wɔ afe 2020 mu.	10 | Government of Ghana - 2021 Citizens’ Budget THE GhanaCARES (OBAATAN PA) PROGRAMME Government launched the Ghana COVID-19 Alleviation and Revitalization of Enterprises Support (Ghana CARES) programme on 20th November 2020, to reduce the impact of the pandemic and provide the framework to recover quickly with a stronger and more resilient economy.
0.3952	0.0027	Saa dwumadie yi botaes ne sɛ ebebre yadeɛ kontonkurowi ho nsunsuansos no ase na aboa nnwuma ama wode nhyehyeees pa adi dwuma ama wɔatumi agyina wɔn nan so ntɛm pa ara na ɛnam so ama Ɔman yi Sikasɛm nso atu mpon.	It is, indeed, a bold vehicle to transform Ghana’s economy to a buoyant, industrialised, prosperous, and more resilient one to better address the fundamental needs of all Ghanaians.
0.2850	0.4998	Nokwasem ne se, yei yɛ akokoɔduru kwan a yɛbɛtumi afa so asakra Ghanaman Sikasɛm mu ama agyina yie, ama mfidinnwuma aba, yiedie bɛba na Ɔman yi ade ne ho nam so atumi asɔ Ghanafoɔ nyinaa ahiadeɛ mapa ano ama won.	Ghana CARES is anchored on rapidly increasing productivity to fasttrack recovery and engender the creation of decent employment.
0.1990	0.0015	Ghana COVID-19 Asetɔre Ne Ankorankorɛ Nnwuma Mu Nkanyan ho Mmoa (Ghana CARES) dwumadie yi nnyinasoɔ ne sɛ nnwumakuo bɛkanyan wɔn ho adi dwuma ama adwadesyo ayɛ ntɛm so sedes 12 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Óla	Through CARES, Government is resolute that economic revitalisation and growth will be driven by productivity and create new and better paying jobs, particularly in the private sector.
0.3809	0.0039	Ɔman no bɛsane asi ne dada mu na yɛn nsa aka deɛ yɛahwere no, nam so ama nnwuma abu so ama manfo anya bi aye.	The key projects and programmes that will be implemented under the Ghana CARES Programme include:
0.3418	0.0016	Wɔbeboa ama kuadwuma ase atrɛ na ayɛ akɔnno na ɛnam so ama mmabunu a wɔasua nwoma ani agye ho sɛ wɔbɛkɔ kuadwuma mu;	Supporting commercial farming and attracting educated youth into commercial farming;
0.3147	0.0008	Wobebuebue mfidinnwuma ne adwadesyo nnwuma nketewa wo Ghanaman mu;	Building Ghana’s light manufacturing sector;
0.3766	0.0012	Wobsboa ama mfidie ho nimdeɛ ne abesfo nkutahodie nnwuma atu mpɔn wɔ Ɔman yi mu;	Developing engineering/machine tools and ICT/digital economy industries.
0.2534	0.0009	Wobehwe sɛ abɛɛfo nkutahodie akwanhodoɔ bɛgye nhini ntɛm so na yɛde adi dwuma wo yɛn abrabo mu;	Developing Ghana’s Housing & Construction Industry;
0.4305	0.0009	Wɔbɛma Ghana Afie ne Adansie Adwuma no atu mpon;	Establishing Ghana as a Regional Hub;
0.3886	0.0007	Yebeyes nsakraes anaa yɛbɛma nkanyan aba Aban Dwumadie A Ɛdi Mu no ho anammɔntuo mu; ɛnna afei	Reviewing/improving implementation of Government Flagships and Key Programmes; and
0.1746	0.0025	13 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Óla MPONTUO A AKƆ SO WƆ ASOƐEƐ AHODO9 NO MU NE SƐDEƐ ETEE SEESEI	Establishing the Development Bank of Ghana to finance the growth and development agenda under the Ghana CARES Programme.
0.3795	0.0933	Saa ɔfa yi kasa fa mmɔden a asogee ahodoɔ binom boɔ wɔ afe 2020 mu, sane da dwumadie ne nhyehyesees a ɛgu akwan mu ma wọn wo afe 2021 mu adi. Ghanaman Animanim yi mu Mpontuo botaeɛ (Medium-Term National Development Agenda 2018-2021) ne Ghanaman mpempensos a yennko boseabɔ bio (Ghana Beyond Aid Agenda) nhyehysee so na asoesee ahodoɔ no dwumadie ne wɔn nhyehyesee no gyina.	11 | Government of Ghana - 2021 Citizens’ Budget SECTORAL DEVELOPMENTS AND OUTLOOK This section highlights the performance of the key sectors in 2020, as well as programmes and activities planned for implementation in 2021. These programmes and activities are based primarily on Ghana’s Medium-Term National Development Agenda 2018-2021 and the Ghana Beyond Aid Agenda.
0.2710	0.0356	Wɔn dwumadie ne nhyehysee no botaeɛ foforɔ nso ne sɛ ɛbɛma nhyehysees a wato edin ‘Ghana COVID-19 Asetɔre Ne Ankorankorɛ Nnwuma Mu Nkanyan ho Mmoa (Ghana CARES) dwumadie’ (Governments CARES) no awie mudie, na afei asane aboa ama deɛ ɛsi ani so fa Ɔman yi ne Amanaman ntam nsawɔsodie ho wo Amanaman Nkabom Ekuo Anisoadehunu 2030 (UN Agenda 2030) (SDGs) ne Abibiman Nkabom Ekuo anisoadehunu 2063 (African Union Agenda 2063) ho no aba mu.	The programmes also aim to attain the objectives under Government’s CARES programme as well as targets arising from our international commitments with regard to the UN Agenda 2030 (SDGs) and African Union Agenda 2063.
0.3799	0.5117	ASOƐEEE A ƐHWEƐE Nnuane NE KUADWUMA SO am E Di i ” Adwadifoɔ mmaa a wɔretɔn nnɔbaes	MINISTRY OF FOOD AND AGRICULTURE Market women selling farm produce
0.7243	0.9824	Nnuane ne Kuadwuma Asosee no kɔɔ so de Ɔman Kuadwuma mu Mpontuo Ho Dwetire a ɛma Nnuane ne Nnwuma Bu so nhyehysees (National Agricultural Investment Plan-Investing for Food and Jobs (IFJ, 2018-2021) no dii dwuma ahodoɔ de bree ohia ano ase, sane faa Sikasɛm Kankorɔ nhyehyses so maa nnwuma a ɛdi mu baee.	The Ministry of Food and Agriculture continued to roll out activities in the National Agricultural Investment Plan-Investing for Food and Jobs (IFJ, 2018-2021) to reduce poverty and provide decent work through economic growth.
0.6538	0.0007	2020 mu no, Aban dii dwuma ahodoɔ a ɛdidi soɔ yi:	In 2020 Government undertook the following programmes:
0.6850	0.0006	Akuafoɔ dodo ɔpepem baako, ahanson aduasa nsia, ahanum ne edu (1,736,510) nsa kaa ɔyɛasaseyie (fertilizer) a woatete ne ɛboɔ so ne aba papa a wode dua ma nnobaees so doso (se ebia aburoo), faa so maa nnwuma dodos puee mu maa nnipa dodov nyaa bi ysee;	1,736,510 farmers benefited from subsidised fertilizers and improved seeds which significantly increased yields on selected crops (e.g. maize), while creating jobs along the commodity value chain;
0.5009	0.9565	Aban too nnwan a wɔn ase dɔre ntɛm mpem nson ahanum (7,500) maa akuafoɔ ahanson aduonum (750) a wɔwɔ Atifi Atoee, Atifi, ne Oti Amantam no mu, sane kyekyse nkokɔmma mpem aduasa (30,000) maa akuafoɔ dodoɔ mpem mmiɛnsa (3,000) a wɔwɔ Atifi Atoee, Apueees, Asante, Atifi ne Nkran amantam no mu.	Procured and distributed 7,500 improved breeding stock of sheep to 750 farmers in the Upper West, Northern, and Oti 12 | Government of Ghana - 2021 Citizens’ Budget Regions, and raised and distributed 30,000 cockerels to 3,000 farmers in the Upper West, Eastern, Ashanti, Northern and Greater Accra Regions;
0.5173	0.0006	Aban maa akuafoɔ nsa kaa nkrantes, mprako ne nkokɔ a wɔn ase dɔre ntɛm mpem ahanum aduasa baako ne ɔha (531,100), sane firii aseɛ sisii abuo a wɔtumi yɛne mmoa wɔ mu ahodoɔ dubaako (11), tuu mmura ahodov nson (7) wo mmeaeɛ a Wɔyɛn ntotemmoa;	Procured 531,100 improved breeds of small ruminants, pigs and poultry for distribution to farmers and commenced the construction of 11 livestock housing units and mechanised boreholes for seven livestock breeding stations;
0.1826	0.0008	Toaa afuo-so-nsuguguo nhyehysee dwumadie ahodov no biara mpempensos a na aduru no so,: Na Tamne Dwumadie no ɔfa a ɛdi kan (Phase l) aduru ɔha mu nkyɛmu aduɔkron (90%) ɛnna fa a sto so mmienu no (Phase 2) nso aduru ɔha mu nkyɛmu aduonum (50%); ɛnna Mprumem ɔfa a sto so mmienu no (Phase I)— aduru ɔha mu nkyɛmu aduɔkron enum (95%), ɔsiesiee deɛ ɛdidi soɔ yi, de faa abeesfo nhyehyɛeɛ ɛkwan so, sane tree mu kɔduruu mpɛmpɛnsoɔ bi: Enonom ne:Tono dwumadie— ɔha mu nkyɛmu aduɔkron enum (95%), Kpong afuo-so-nsuguguo nhyehyɛeɛ — ɔha mu SNENA | (u afuo-so-nsuguguo dwumadie	Continued with the construction of various irrigation projects which are at various stages of completion: Tamne Phases I&II— 90 percent and 50 percent, respectively; Mprumem Phase II—95 percent, rehabilitation, modernisation, and expansion of existing schemes at Tono—95 percent, Kpong Irrigation Schemes — 61 percent and Kpong Left Bank Irrigation Project — 72 percent;
0.1686	0.0006	Asentire: “Yebewie dwumadie ama ases atim na yzatoa desg aka so nam so akanyan ɔman sikasem” Nkyɛmu aduosia baako (61%) ne Kpong asutadeɛ Benkum nkonkonso dwumadie — ɔha mu nkyɛmu aduɔson mmienu	Completed small earth dams in the Upper East, Upper West, Northern, and Savannah Regions to provide easy access to water for domestic use and yearround cropping; A farm with an irrigation system
0.7031	0.0010	Ɔgyinaa “Mansini Baako Adekoradan Baako” (“One District One Warehouse”) nhyehysee so wiee Nnɔbaeɛ Adekoradan aduonu baako (21);	Completed 21 warehouses under the the “One District One Warehouse” programme;
0.5155	0.0151	Hwɛ maa kookoo-tonn ɛboɔ kɔɔ so gyinaa sidi mpem nson, ahansia (GH¢7,600) wo afe 2017/2018 mu, na afe 2018/2019 mu too tɔnn no ɛboɔ mu ɔha mu nkyɛmu nwɔtwe akyiri pɔ aduanan mmienu (8.4%) ma sho sboo no kɔsii sidi mpem nwotwe, ahanu ne aduanan (GH¢8,240).	Maintained the farm gate price for cocoa at GH¢7,600 per tonne in 2017/2018 and increased the producer price by 8.42 percent to GH¢8,240 per tonne in the 2018/2019 season to ensure that our cocoa farmers were not worse off because of falling prices on the world market; and
0.0776	0.0007	Na saa nhyehysee yi botaees ne sɛ ɛbɛma kookoo akuafos ako so agyina wɔn nan so mpo wo £sbere a amannɔne adwaman so £sboɔ no so rete ba fam ; afei	13 | Government of Ghana - 2021 Citizens’ Budget
0.6956	0.0029	Ɔnam kookoo ho dwumadie nhyehysee ahodoɔ so buee nnwuma dododo mpem ɔha ne edu (110,000) sɛdeɛ ɛbɛsi nnipa dodoovo a wofiri nkuro nketewa mu ba nkuro akeses mu no ano, ama manfo nyinaa adi yie.	Created 110,000 jobs through the implementation of the various cocoa sector programmes to stem rural-urban migration and improve livelihoods across the country.
